,Planet Name,Number of Stars,Number of Planets,Discovery Year,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) Provenance,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Data show Transit Timing Variations,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Ratio,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,RA [deg],Dec [deg],Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc
1157,HD 86065 b,1,1,2022,0,25775.78859,13279.46721,-9595.00303,0.0,15.947,4.799,-4.381,0.0,12.5,0.28,-0.22,0.0,1.12,0.025,-0.02,0.0,2877.30057,854.95841,-815.86552,0.0,9.053,2.69,-2.567,0.0,4,0.219,0.156,-0.152,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4927.56,111.21,-93.87,0.0,0.78,0.05,-0.04,0.0,0.81,0.09,-0.09,0.0,-0.02,0.015,-0.015,0.0,2.0,4.56,0.08,-0.08,0.0,148.9256674,-18.1069385,40.3661,0.0557,-0.0555,9.36,0.03,-0.03,7.086,0.018,-0.018,9.06059,0.000707,-0.000707
1158,HD 86081 b,2,1,2006,0,2.1378431,3.1e-06,-3.1e-06,0.0,0.0346,0.0027,-0.0027,0.0,13.6,0.28,-0.22,0.0,1.21,0.025,-0.02,0.0,470.3884,73.1009,-73.1009,0.0,1.48,0.23,-0.23,0.0,3,0.0119,0.0047,-0.0047,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5939.0,88.0,-88.0,0.0,1.46,0.14,-0.14,0.0,1.21,0.28,-0.28,0.0,0.22,0.1,-0.1,0.0,1.0,4.18,0.03,-0.03,0.0,149.0243714,-3.8083543,103.936,0.557,-0.551,8.73,0.03,-0.03,7.299,0.024,-0.024,8.58804,0.000648,-0.000648
1159,HD 86226 b,1,2,2009,0,1628.0,22.0,-21.0,0.0,2.73,0.06,-0.06,0.0,14.3,0.28,-0.22,0.0,1.28,0.025,-0.02,0.0,143.0235,12.7132,-15.8915,0.0,0.45,0.04,-0.05,0.0,4,0.059,0.062,-0.039,0.0,98.435,6.43,-5.6,0.0,176.0,4.0,-4.0,0.0,0,5863.0,88.0,-88.0,0.0,1.05,0.03,-0.03,0.0,1.02,0.06,-0.07,0.0,0.018,0.057,-0.043,0.0,1.0,4.4,0.03,-0.03,0.0,149.1235154,-24.0991859,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,7.7713,0.000462,-0.000462
1160,HD 86226 c,1,2,2020,0,3.98442,0.00018,-0.00018,0.0,0.049,0.001,-0.001,0.0,2.16,0.08,-0.08,0.0,0.193,0.007,-0.007,0.0,7.25,1.19,-1.12,0.0,0.02281,0.00374,-0.00352,0.0,4,0.075,0.065,-0.048,0.0,647.9,6.43,-5.6,0.0,1311.0,28.0,-28.0,0.0,0,5863.0,88.0,-88.0,0.0,1.05,0.03,-0.03,0.0,1.02,0.06,-0.07,0.0,0.018,0.057,-0.043,0.0,1.0,4.4,0.03,-0.03,0.0,149.1235154,-24.0991859,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,7.7713,0.000462,-0.000462
1161,HD 86264 b,1,1,2009,0,1488.79123,58.01645,-46.45772,0.0,2.763,0.145,-0.155,0.0,12.5,0.28,-0.22,0.0,1.11,0.025,-0.02,0.0,3117.26102,3741.79384,-608.95923,0.0,9.808,11.773,-1.916,0.0,4,0.821,0.101,-0.185,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6210.0,44.0,-44.0,0.0,1.88,0.12,-0.12,0.0,1.26,0.18,-0.18,0.0,0.202,0.04,-0.04,0.0,1.0,4.02,0.1,-0.1,0.0,149.2409308,-15.8953993,67.8107,0.2753,-0.2731,7.41,0.03,-0.03,6.224,0.023,-0.023,7.28372,0.00038,-0.00038
1162,HD 8673 b,2,1,2009,0,1644.69097,10.98617,-15.69616,0.0,2.97,0.147,-0.171,0.0,12.3,0.28,-0.22,0.0,1.1,0.025,-0.02,0.0,4210.59074,536.49435,-450.04502,0.0,13.248,1.688,-1.416,0.0,4,0.73,0.042,-0.026,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6389.05,157.03,-119.46,0.0,1.5,0.06,-0.08,0.0,1.28,0.2,-0.2,0.0,0.147,0.026,-0.026,0.0,2.0,4.19,0.09,-0.09,0.0,21.5378455,34.5793389,37.8619,0.0543,-0.0541,6.331,0.008,-0.008,5.169,0.02,-0.02,6.2242,0.0006538,-0.0006538
1163,HD 86950 b,1,1,2016,0,1270.0,57.0,-57.0,0.0,2.72,0.08,-0.08,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1144.188,222.481,-222.481,0.0,3.6,0.7,-0.7,0.0,3,0.17,0.16,-0.16,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4805.0,100.0,-100.0,0.0,8.8,0.6,-0.6,0.0,1.66,0.25,-0.25,0.0,0.04,0.1,-0.1,0.0,1.0,2.66,0.15,-0.15,0.0,150.4066612,-17.3330699,209.839,1.96,-1.925,7.47,0.03,-0.03,5.038,0.018,-0.018,7.17997,0.00026,-0.00026
1164,HD 87646 b,3,1,2016,0,13.481,0.001,-0.001,0.0,0.117,0.003,-0.003,0.0,12.4,0.28,-0.22,0.0,1.1,0.025,-0.02,0.0,3941.092,222.481,-222.481,0.0,12.4,0.7,-0.7,0.0,3,0.05,0.02,-0.02,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5770.0,80.0,-80.0,0.0,1.55,0.22,-0.22,0.0,1.12,0.09,-0.09,0.0,-0.17,0.08,-0.08,0.0,1.0,4.1,0.1,-0.1,0.0,151.6695435,17.8949795,73.58352,8.55496,-8.55496,8.07,0.03,-0.03,6.536,0.018,-0.018,7.9295,0.001505,-0.001505
1165,HD 87883 b,1,1,2009,0,3309.22118,27.48456,-30.46482,0.0,4.055,0.147,-0.161,0.0,12.8,0.28,-0.22,0.0,1.14,0.025,-0.02,0.0,1719.13385,149.06152,-201.82104,0.0,5.409,0.469,-0.635,0.0,4,0.707,0.007,-0.007,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4980.0,44.0,-44.0,0.0,0.8,0.01,-0.01,0.0,0.81,0.09,-0.09,0.0,0.093,0.04,-0.04,0.0,1.0,4.55,0.02,-0.02,0.0,152.1794175,34.2419984,18.2912,0.0125,-0.0124,7.56,0.03,-0.03,5.314,0.02,-0.02,7.27194,0.000226,-0.000226
1166,HD 88072 b,1,1,2022,0,18538.79293,8925.77796,-3716.76086,0.0,13.895,4.14,-2.029,0.0,12.6,0.28,-0.22,0.0,1.12,0.025,-0.02,0.0,2511.7979,485.32398,-319.73538,0.0,7.903,1.527,-1.006,0.0,4,0.156,0.142,-0.1,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5785.33,144.92,-126.44,0.0,1.03,0.06,-0.05,0.0,1.04,0.13,-0.13,0.0,0.043,0.004,-0.004,0.0,2.0,4.43,0.06,-0.1,0.0,152.3467466,2.371054,35.9098,0.0689,-0.0686,7.55,0.03,-0.03,5.997,0.02,-0.02,7.37665,0.000305,-0.000305
1167,HD 88133 b,1,1,2004,0,3.414884,3e-05,-3e-05,0.0,0.0479,0.0033,-0.0033,0.0,13.8,0.28,-0.22,0.0,1.23,0.025,-0.02,0.0,324.1866,193.8763,-88.9924,0.0,1.02,0.61,-0.28,0.0,4,0.031,0.021,-0.021,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5392.0,88.0,-88.0,0.0,2.2,0.06,-0.05,0.0,1.26,0.05,-0.05,0.0,0.34,0.04,-0.04,0.0,1.0,3.88,0.06,-0.08,0.0,152.5319349,18.1857284,73.6123,0.3053,-0.3029,8.01852,0.023,-0.023,6.199,0.017,-0.017,7.80979,0.000489,-0.000489
1168,HD 89307 b,1,1,2009,0,2166.0,38.0,-38.0,0.0,3.27,0.07,-0.07,0.0,13.4,0.28,-0.22,0.0,1.19,0.025,-0.02,0.0,642.01338,85.81367,-47.67426,0.0,2.02,0.27,-0.15,0.0,4,0.2,0.05,-0.05,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5955.0,14.0,-14.0,0.0,1.1,0.01,-0.01,0.0,1.27,0.12,-0.12,0.0,-0.13,0.1,-0.1,0.0,1.0,4.46,0.04,-0.04,0.0,154.5874958,12.6209392,32.0104,0.0528,-0.0526,7.02569,0.023,-0.023,5.564,0.026,-0.026,6.86817,0.000339,-0.000339
1169,HD 89345 b,1,1,2018,0,11.8143,0.0002,-0.0002,0.0,0.1066,0.0012,-0.0014,0.0,7.398,0.314,-0.336,0.0,0.66,0.028,-0.03,0.0,34.9613,5.40311,-5.72094,0.0,0.11,0.017,-0.018,0.0,4,0.22,0.095,-0.13,0.0,275.64,6.43,-5.6,0.0,1089.0,15.0,-16.0,0.0,0,5576.0,73.0,-76.0,0.0,1.75,0.05,-0.05,0.0,1.16,0.04,-0.05,0.0,0.421,0.046,-0.054,0.0,1.0,4.02,0.03,-0.03,0.0,154.6710977,10.1288464,132.345,0.808,-0.799,9.38,0.03,-0.03,7.721,0.018,-0.018,9.21702,0.00031,-0.00031
1170,HD 89744 b,2,1,1999,0,256.78,0.02,-0.02,0.0,0.917,0.009,-0.009,0.0,12.6,0.28,-0.22,0.0,1.12,0.025,-0.02,0.0,2653.8805,57.2094,-57.2094,0.0,8.35,0.18,-0.18,0.0,3,0.677,0.003,-0.003,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6291.0,88.0,-88.0,0.0,2.13,0.1,-0.11,0.0,1.86,0.05,-0.05,0.0,0.224,0.012,-0.012,0.0,2.0,4.07,0.06,-0.08,0.0,155.5433193,41.2289354,38.6364,0.108,-0.1074,5.73469,0.023,-0.023,4.454,0.021,-0.021,5.60551,0.0011839,-0.0011839
1171,HD 89839 b,1,1,2023,0,3441.0,18.0,-17.0,0.0,4.761,0.042,-0.042,0.0,12.9,0.28,-0.22,0.0,1.15,0.025,-0.02,0.0,1592.32032,251.08444,-241.54959,0.0,5.01,0.79,-0.76,0.0,4,0.187,0.013,-0.013,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,6314.0,65.0,-65.0,0.0,1.29,0.05,-0.05,0.0,1.21,0.03,-0.03,0.0,0.04,0.043,-0.043,0.0,1.0,4.49,0.12,-0.12,0.0,155.168879,-53.6640291,57.3063,0.1099,-0.1094,7.64,0.03,-0.03,6.362,0.023,-0.023,7.51304,0.000215,-0.000215
1172,HD 90156 b,1,1,2009,0,49.77,0.07,-0.07,0.0,0.25,0.004,-0.004,0.0,4.43,0.28,-0.22,0.0,0.395,0.025,-0.02,0.0,17.98,1.46,-1.46,0.0,0.057,0.005,-0.005,0.0,3,0.31,0.1,-0.1,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5599.0,12.0,-12.0,0.0,0.92,0.02,-0.02,0.0,0.84,0.05,-0.05,0.0,-0.24,0.01,-0.01,0.0,1.0,4.48,0.02,-0.02,0.0,155.9801144,-29.645103,21.9496,0.017,-0.0169,6.92,0.03,-0.03,5.245,0.024,-0.024,6.73951,0.000212,-0.000212
1173,HD 9174 b,1,1,2016,0,1179.0,34.0,-34.0,0.0,2.2,0.09,-0.09,0.0,13.7,0.28,-0.22,0.0,1.23,0.025,-0.02,0.0,352.7913,44.4962,-44.4962,0.0,1.11,0.14,-0.14,0.0,3,0.12,0.05,-0.05,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5577.0,100.0,-100.0,0.0,1.67,0.07,-0.07,0.0,1.03,0.05,-0.05,0.0,0.39,0.1,-0.1,0.0,1.0,4.03,0.05,-0.05,0.0,22.5043352,-19.6052945,81.4893,0.3063,-0.3042,8.4,0.03,-0.03,6.744,0.027,-0.027,8.22923,0.000197,-0.000197
1174,HD 92788 b,1,2,2000,0,325.803,0.036525,-0.036525,0.0,0.97,0.02,-0.02,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1195.0408,50.8528,-47.6745,0.0,3.76,0.16,-0.15,0.0,3,0.35,0.004,-0.005,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5744.0,24.0,-24.0,0.0,1.14,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.27,0.02,-0.02,0.0,1.0,4.39,0.04,-0.04,0.0,160.7021351,-2.1847173,34.6538,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.13929,0.000293,-0.000293
1175,HD 92788 c,1,2,2019,0,11611.2975,5055.06,-905.82,0.0,10.5,2.9,-0.55,0.0,13.0,0.28,-0.22,0.0,1.16,0.025,-0.02,0.0,1166.4361,95.349,-79.4575,0.0,3.67,0.3,-0.25,0.0,3,0.46,0.12,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5744.0,24.0,-24.0,0.0,1.14,0.02,-0.02,0.0,1.15,0.07,-0.07,0.0,0.27,0.02,-0.02,0.0,1.0,4.39,0.04,-0.04,0.0,160.7021351,-2.1847173,34.6538,0.0597,-0.0596,7.31637,0.023,-0.023,5.721,0.02,-0.02,7.13929,0.000293,-0.000293
1176,HD 93083 b,1,1,2005,0,143.58,0.6,-0.6,0.0,0.477,0.003,-0.003,0.0,13.4,0.28,-0.22,0.0,1.2,0.025,-0.02,0.0,117.59,20.65895,-19.443815,0.0,0.37,0.066,-0.06055,0.0,3,0.14,0.03,-0.03,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4995.0,50.0,-50.0,0.0,0.85,0.02,-0.02,0.0,0.7,0.04,-0.04,0.0,0.15,0.06,-0.06,0.0,1.0,4.26,0.19,-0.19,0.0,161.0866672,-33.5776794,28.5159,0.0397,-0.0397,8.3,0.03,-0.03,6.132,0.021,-0.021,8.04206,0.000275,-0.000275
1177,HD 93351 b,1,2,2022,0,2.45946,0.00017,-0.00011,0.0,0.035,0.001,-0.002,0.0,1.69,0.28,-0.22,0.0,0.151,0.025,-0.02,0.0,3.49611,0.63566,-0.95349,0.0,0.011,0.002,-0.003,0.0,3,0.549,0.141,-0.286,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5408.0,132.03,-104.92,0.0,0.91,0.04,-0.05,0.0,0.94,0.12,-0.12,0.0,-0.23,0.05,-0.05,0.0,2.0,4.49,0.08,-0.08,0.0,161.6779279,-1.6885763,56.163,0.1261,-0.1257,9.12,0.03,-0.03,7.29,0.02,-0.02,8.94652,0.000207,-0.000207
1178,HD 93351 c,1,2,2022,0,14010.2941,5932.28835,-1538.69,0.0,11.154,2.956,-0.949,0.0,12.3,0.28,-0.22,0.0,1.1,0.025,-0.02,0.0,4154.01728,633.43202,-432.56446,0.0,13.07,1.993,-1.361,0.0,4,0.109,0.046,-0.041,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5408.0,132.03,-104.92,0.0,0.91,0.04,-0.05,0.0,0.94,0.12,-0.12,0.0,-0.23,0.05,-0.05,0.0,2.0,4.49,0.08,-0.08,0.0,161.6779279,-1.6885763,56.163,0.1261,-0.1257,9.12,0.03,-0.03,7.29,0.02,-0.02,8.94652,0.000207,-0.000207
1179,HD 93385 b,1,3,2021,0,7.3426,0.0012,-0.0012,0.0,0.0756,0.0013,-0.0013,0.0,1.88,0.28,-0.22,0.0,0.168,0.025,-0.02,0.0,4.2,0.5,-0.5,0.0,0.01321,0.00157,-0.00157,0.0,3,0.295,0.05,-0.042,1.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5977.0,18.0,-18.0,0.0,1.18,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,1.0,4.42,0.02,-0.02,0.0,161.5627065,-41.464604,43.3475,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1180,HD 93385 c,1,3,2021,0,13.18,0.003,-0.003,0.0,0.112,0.002,-0.002,0.0,2.56,0.28,-0.22,0.0,0.229,0.025,-0.02,0.0,7.1,0.6,-0.6,0.0,0.02234,0.00189,-0.00189,0.0,3,0.2,0.05,-0.042,1.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5977.0,18.0,-18.0,0.0,1.18,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,1.0,4.42,0.02,-0.02,0.0,161.5627065,-41.464604,43.3475,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1181,HD 93385 d,1,3,2021,0,45.85,0.05,-0.05,0.0,0.2565,0.0043,-0.0043,0.0,2.89,0.28,-0.22,0.0,0.258,0.025,-0.02,0.0,8.7,0.9,-0.9,0.0,0.02737,0.00283,-0.00283,0.0,3,0.09,0.15,-0.05,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5977.0,18.0,-18.0,0.0,1.18,0.07,-0.06,0.0,1.04,0.01,-0.01,0.0,0.02,0.01,-0.01,0.0,1.0,4.42,0.02,-0.02,0.0,161.5627065,-41.464604,43.3475,0.0649,-0.0648,7.49,0.03,-0.03,6.065,0.023,-0.023,7.33769,0.000156,-0.000156
1182,HD 93963 A b,2,2,2022,0,1.0391353,4.9e-06,-4.9e-06,0.0,0.02085,0.00037,-0.00037,0.0,1.35,0.042,-0.042,0.0,0.12,0.004,-0.004,0.0,7.8,3.2,-3.2,0.0,0.02454,0.01007,-0.01007,0.0,4,0.0,0.05,-0.042,0.0,2898.0,157.0,-147.0,0.0,2042.0,27.0,-27.0,0.0,0,5987.0,64.0,-64.0,0.0,1.04,0.01,-0.01,0.0,1.11,0.04,-0.04,0.0,0.1,0.04,-0.04,0.0,1.0,4.49,0.11,-0.11,0.0,162.7766969,25.641065,82.3432,0.3932,-0.3896,9.182,0.003,-0.003,7.776,0.024,-0.024,9.03376,0.000473,-0.000473
1183,HD 93963 A c,2,2,2022,0,3.6451398,1.06e-05,-1.42e-05,0.0,0.04813,0.00085,-0.00085,0.0,3.228,0.059,-0.059,0.0,0.288,0.005,-0.005,0.0,19.2,4.1,-4.1,0.0,0.06041,0.0129,-0.0129,0.0,4,0.0,0.05,-0.042,0.0,543.8,29.4,-27.6,0.0,1344.0,18.0,-18.0,0.0,0,5987.0,64.0,-64.0,0.0,1.04,0.01,-0.01,0.0,1.11,0.04,-0.04,0.0,0.1,0.04,-0.04,0.0,1.0,4.49,0.11,-0.11,0.0,162.7766969,25.641065,82.3432,0.3932,-0.3896,9.182,0.003,-0.003,7.776,0.024,-0.024,9.03376,0.000473,-0.000473
1184,HD 9446 b,1,2,2009,0,30.052,0.027,-0.027,0.0,0.189,0.006,-0.006,0.0,14.0,0.28,-0.22,0.0,1.25,0.025,-0.02,0.0,222.472,19.069,-19.069,0.0,0.7,0.06,-0.06,0.0,3,0.2,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5793.0,22.0,-22.0,0.0,1.0,0.06,-0.05,0.0,1.0,0.1,-0.1,0.0,0.09,0.05,-0.05,0.0,1.0,4.53,0.16,-0.16,0.0,23.3350424,29.2649187,50.3503,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
1185,HD 9446 c,1,2,2009,0,192.9,0.9,-0.9,0.0,0.654,0.022,-0.022,0.0,13.4,0.28,-0.22,0.0,1.2,0.025,-0.02,0.0,578.426,54.0288,-54.0288,0.0,1.82,0.17,-0.17,0.0,3,0.06,0.06,-0.06,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,5793.0,22.0,-22.0,0.0,1.0,0.06,-0.05,0.0,1.0,0.1,-0.1,0.0,0.09,0.05,-0.05,0.0,1.0,4.53,0.16,-0.16,0.0,23.3350424,29.2649187,50.3503,0.3538,-0.349,8.35,0.03,-0.03,6.851,0.023,-0.023,8.2095,0.000651,-0.000651
1186,HD 94771 b,1,1,2023,0,2164.0,21.0,-20.0,0.0,3.48,0.03,-0.03,0.0,14.2,0.28,-0.22,0.0,1.27,0.025,-0.02,0.0,169.0,9.0,-9.0,0.0,0.53,0.03,-0.03,0.0,3,0.39,0.05,-0.04,0.0,0.27,0.01,-0.01,0.0,821.5,21.0,-21.0,0.0,0,5631.0,21.0,-21.0,0.0,1.9,0.02,-0.02,0.0,1.2,0.02,-0.02,0.0,0.22,0.02,-0.02,0.0,1.0,3.94,0.03,-0.03,0.0,163.9746776,-35.1145225,57.7807,0.1205,-0.1199,7.37,0.03,-0.03,5.632,0.018,-0.018,7.17929,0.000166,-0.000166
1187,HD 94834 b,1,1,2018,0,1576.0,76.0,-76.0,0.0,2.74,0.18,-0.18,0.0,13.7,0.28,-0.22,0.0,1.22,0.025,-0.02,0.0,400.4658,54.0311,-54.0311,0.0,1.26,0.17,-0.17,0.0,3,0.14,0.1,-0.1,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4798.0,88.0,-88.0,0.0,4.2,0.06,-0.05,0.0,1.11,0.05,-0.05,0.0,0.12,0.1,-0.1,0.0,2.0,3.22,0.06,-0.08,0.0,164.3126363,24.1429374,98.1609,0.6436,-0.6436,7.6,0.03,-0.03,5.2,0.017,-0.017,7.30241,0.000494,-0.000494
1188,HD 95086 b,1,1,2013,0,11.558337715,0.0001,-0.0001,0.0,55.7,2.5,-2.5,0.0,12.9,0.28,-0.22,0.0,1.15,0.025,-0.02,0.0,1589.0,636.0,-636.0,0.0,5.0,2.0,-2.0,0.0,4,0.0,0.05,-0.042,0.0,98.435,6.43,-5.6,0.0,1000.0,200.0,-200.0,0.0,0,7883.0,43.0,-65.0,0.0,1.49,0.06,-0.04,0.0,1.77,0.36,-0.22,0.0,0.14,0.05,-0.04,0.0,1.0,4.34,0.1,-0.06,0.0,164.2621032,-68.6672917,86.2279,0.2443,-0.2431,7.36,0.03,-0.03,6.789,0.021,-0.021,7.30915,0.000269,-0.000269
1189,HD 95089 b,1,2,2009,0,464.4,3.8,-3.8,0.0,1.36,0.13,-0.13,0.0,13.7,0.28,-0.22,0.0,1.22,0.025,-0.02,0.0,400.4658,27.01555,-27.01555,0.0,1.26,0.085,-0.085,0.0,3,0.119,0.072,-0.072,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4918.0,88.0,-88.0,0.0,5.08,0.06,-0.05,0.0,1.54,0.05,-0.05,0.0,0.05,0.03,-0.03,0.0,1.0,3.24,0.06,-0.08,0.0,164.698748,1.7290087,136.957,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018,-0.018,7.66056,0.000335,-0.000335
1190,HD 95089 c,1,2,2018,0,1785.0,32.0,-32.0,0.0,3.33,0.31,-0.31,0.0,13.1,0.28,-0.22,0.0,1.17,0.025,-0.02,0.0,1096.5135,44.4962,-44.4962,0.0,3.45,0.14,-0.14,0.0,3,0.284,0.042,-0.042,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4918.0,88.0,-88.0,0.0,5.08,0.06,-0.05,0.0,1.54,0.05,-0.05,0.0,0.05,0.03,-0.03,0.0,1.0,3.24,0.06,-0.08,0.0,164.698748,1.7290087,136.957,1.955,-1.955,7.92,0.03,-0.03,5.626,0.018,-0.018,7.66056,0.000335,-0.000335
1191,HD 95127 b,1,1,2015,0,482.0,5.0,-5.0,0.0,1.28,0.08,-0.08,0.0,12.4,0.28,-0.22,0.0,1.11,0.025,-0.02,0.0,3378.5329,2561.7098,-2561.7098,0.0,10.63,8.06,-8.06,0.0,3,0.11,0.1,-0.1,0.0,98.435,6.43,-5.6,0.0,821.5,21.0,-21.0,0.0,0,4218.0,30.0,-30.0,0.0,41.01,18.22,-18.22,0.0,3.7,4.16,-4.16,0.0,-0.18,0.1,-0.1,0.0,1.0,1.78,0.3,-0.3,0.0,164.8961152,43.8144094,676.579,45.1145,-45.1145,8.15,0.03,-0.03,5.022,0.018,-0.018,7.72111,0.000404,-0.000404
1192,HD 95338 b,1,1,2020,0,55.087,0.02,-0.02,0.0,0.262,0.002,-0.002,0.0,3.89,0.19,-0.2,0.0,0.347,0.017,-0.018,0.0,42.44,2.22,-2.08,0.0,0.13353,0.00698,-0.00654,0.0,4,0.197,0.029,-0.024,0.0,7.42,0.22,-0.22,0.0,385.0,17.0,-17.0,0.0,0,5212.0,16.0,-11.0,0.0,0.87,0.04,-0.04,0.0,0.83,0.02,-0.02,0.0,0.04,0.1,-0.1,0.0,1.0,4.54,0.21,-0.21,0.0,164.8563364,-56.6235564,36.9941,0.0689,-0.0687,8.62,0.03,-0.03,6.591,0.018,-0.018,8.38213,0.000279,-0.000279
